,track_id,album
0,3771833,1141
0,1285171,1147
0,2891866,1147
0,4590315,1147
0,818183,1147
0,2594341,1147
0,2136835,1167
0,336003,1160
0,2751975,1168
0,3114710,1158
0,411350,1213
0,3794879,1209
0,2305706,1214
0,917970,1209
0,1846928,1214
0,4398200,1209
0,3324149,1234
0,2234619,1231
0,1963713,1246
0,3142146,1261
0,656280,1299
0,2610672,1363
0,3721895,1374
0,3215133,1398
0,4775575,1398
0,2988303,1400
0,1762655,1400
0,1043038,1404
0,197469,1405
0,2158346,1405
0,3632056,1400
0,1711859,1410
0,3340880,1410
0,3128635,1410
0,97642,1405
0,2009118,1404
0,788396,1400
0,2306672,1405
0,2488411,1405
0,2942290,1417
0,3571691,1405
0,127798,1404
0,2677244,1404
0,1156144,1401
0,1351703,1400
0,93685,1410
0,3191574,1404
0,1392290,1401
0,3066429,1412
0,2216688,1404
0,1173743,1415
0,3291440,1400
0,1724112,1405
0,1766692,1400
0,525002,1404
0,2824008,1405
0,290919,1405
0,2697583,1404
0,3570368,1405
0,2253243,1410
0,1445060,1404
0,2350572,1410
0,2458617,1400
0,1982216,1420
0,170563,1429
0,1538115,1433
0,3704191,1449
0,2327990,1449
0,634776,1456
0,1372250,1455
0,1885704,1455
0,3303980,1455
0,2720204,1484
0,680112,1504
0,3674362,1503
0,1416176,1523
0,2367833,1538
0,2009303,1538
0,691536,1541
0,1780400,1541
0,2319782,1544
0,2382428,1541
0,2418165,1535
0,693982,1546
0,1979360,1559
0,3013630,1560
0,2999167,1575
0,917927,1596
0,1463183,1592
0,3344713,1613
0,2641994,1617
0,1071536,1617
0,1644649,1614
0,2716901,1617
0,2868543,1617
0,519837,1617
0,2891825,1617
0,429655,1614
0,3755452,1632
0,392361,1652
0,1689226,1652
0,2575942,1652
0,3779490,1668
0,1990920,1671
0,3705834,1670
0,1826711,1670
0,110338,1671
0,2588994,1668
0,1674726,1677
0,3107013,1689
0,61856,1689
0,702859,1687
0,2602715,1687
0,397493,1695
0,1596589,1696
0,881346,1697
0,1786638,1696
0,731432,1696
0,2250810,1698
0,1838999,1698
0,3226795,1697
0,2279481,1696
0,434716,1696
0,3026916,1697
0,2732218,1697
0,3731266,1696
0,3877299,1697
0,2874689,1698
0,2248096,1727
0,559450,1727
0,1210591,1746
0,2947930,1746
0,1850242,1746
0,2985923,1769
0,1221848,1769
0,300746,1769
0,202383,1769
0,873780,1769
0,1825474,1778
0,3227219,1781
0,463183,1780
0,2365030,1780
0,715106,1784
0,3274504,1779
0,1935015,1784
0,3293424,1784
0,406429,1784
0,1710459,1780
0,1475120,1784
0,3173993,1784
0,1558603,1784
0,1396268,1778
0,2354110,1799
0,2307101,1811
0,3064924,1836
0,1866356,1836
0,2158480,1850
0,2423408,1853
0,1492662,1853
0,3158831,1858
0,2949789,1864
0,2467961,1864
0,3751831,1871
0,2103593,1876
0,106992,1876
0,479880,1901
0,2559814,1901
0,1686158,1940
0,907325,1958
0,2008714,1958
0,3545671,1958
0,2697221,1958
0,1077818,1958
0,495715,1958
0,1010557,1962
0,1819243,1958
0,431305,1968
0,3735183,1996
0,3036894,1998
0,1223466,2005
0,2881435,2006
0,702892,2010
0,1850450,2006
0,464456,2006
0,2039704,2013
0,191276,2006
0,491108,2006
0,2521710,1996
0,296691,2005
0,2763771,2010
0,524938,2002
0,3298572,2006
0,2652244,2006
0,1335143,2006
0,2129959,2005
0,3778167,2006
0,1775639,2006
0,1470237,2018
0,2882737,2018
0,2276342,2006
0,710186,1996
0,224391,2005
0,2840831,2002
0,2919795,2006
0,1430801,1998
0,233723,2006
0,626264,2006
0,452449,2006
0,1784782,2001
0,594645,2005
0,1078367,2006
0,15153,2005
0,3569431,2006
0,1963469,2005
0,1364592,2006
0,3685453,2010
0,2906672,2010
0,943070,2005
0,260148,2001
0,1072621,2038
0,1383197,2039
0,2715352,2034
0,539481,2034
0,437410,2039
0,1910086,2061
0,706467,2061
0,532803,2061
0,3274424,2061
0,3195844,2061
0,1983395,2060
0,2804449,2061
0,188963,2060
0,2807959,2061
0,1715470,2083
0,2465668,2100
0,3236160,2100
0,2879575,2100
0,3716055,2100
0,3669439,2100
0,3138315,2112
0,1231254,2137
0,2666042,2139
0,3098998,2139
0,1075933,2139
0,545004,2129
0,497520,2150
0,2780010,2155
0,1649182,2155
0,3219154,2155
0,2454683,2155
0,3440408,2159
0,3592218,2159
0,2591544,2159
0,2042238,2159
0,2547609,2159
0,500766,2159
0,3312019,2159
0,1207960,2179
0,3445709,2193
0,1113967,2212
0,3045035,2217
0,2396816,2218
0,1137807,2213
0,1694911,2212
0,961476,2213
0,3866871,2248
0,962943,2248
0,3261297,2272
0,3413223,2274
0,1942312,2314
0,2009462,2328
0,260043,2328
0,465423,2379
0,1509857,2449
0,1839946,2447
0,3362326,2452
0,2905427,2447
0,2161487,2467
0,2923078,2467
0,2391775,2467
0,3620481,2466
0,1818371,2487
0,1187723,2513
0,265473,2524
0,2950553,2528
0,2907516,2529
0,3326421,2530
0,3671801,2524
0,2117851,2534
0,619718,2539
0,1215738,2528
0,463882,2528
0,2515116,2537
0,624127,2541
0,2118959,2542
0,3485484,2526
0,2364156,2545
0,2416114,2533
0,2237110,2534
0,2119719,2546
0,363726,2529
0,3092070,2543
0,1690989,2539
0,3016541,2548
0,3212345,2526
0,2434487,2524
0,675709,2534
0,1741970,2537
0,3021665,2524
0,248377,2550
0,2779571,2551
0,2740911,2524
0,548500,2551
0,2021807,2551
0,2728848,2526
0,68405,2529
0,2552845,2551
0,145626,2530
0,2594662,2558
0,3605057,2559
0,2136225,2547
0,1905863,2524
0,2895494,2534
0,578558,2530
0,1218158,2542
0,715100,2541
0,2850086,2528
0,1522462,2529
0,1337282,2548
0,811551,2541
0,210112,2534
0,2288668,2534
0,2549014,2543
0,1565107,2528
0,3692382,2528
0,3145084,2524
0,3175009,2542
0,4599048,2563
0,2525301,2529
0,2790006,2526
0,2484720,2542
0,1899315,2532
0,2801380,2524
0,2196073,2543
0,3611613,2530
0,84086,2524
0,3796709,2548
0,1258007,2529
0,163001,2530
0,220843,2546
0,1439319,2528
0,2477548,2530
0,1591311,2526
0,2659179,2528
0,1893613,2550
0,2808456,2529
0,357046,2529
0,3003456,2530
0,2745188,2549
0,2528539,2528
0,194987,2528
0,714125,2537
0,2954564,2534
0,8671,2543
0,2264231,2530
0,551406,2524
0,1825536,2588
0,449598,2588
0,2077382,2588
0,2469242,2589
0,2034717,2588
0,854999,2588
0,3409739,2614
0,3886079,2614
0,676823,2614
0,443028,2614
0,2921694,2614
0,3614316,2614
0,730716,2614
0,2985361,2619
0,3722299,2622
0,3057002,2622
0,1345590,2611
0,2173592,2611
0,2138349,2619
0,1858433,2619
0,2491459,2619
0,1158388,2619
0,2799050,2621
0,3673268,2621
0,3827790,2611
0,792820,2625
0,3595131,2620
0,82426,2611
0,3135650,2611
0,1234313,2620
0,2776455,2622
0,3285307,2610
0,3647182,2609
0,879469,2621
0,655328,2637
0,1534924,2702
0,3780536,2703
0,1337332,2703
0,1256372,2685
0,2478957,2712
0,2849938,2714
0,1741829,2720
0,2535220,2723
0,1528749,2723
0,1524697,2723
0,1476930,2743
0,1023166,2749
0,2173660,2749
0,1275991,2749
0,2319739,2749
0,867045,2765
0,1440085,2765
0,2423394,2772
0,907550,2779
0,4871455,2779
0,703492,2788
0,2474135,2788
0,1067447,2801
0,1081683,2801
0,3496824,2825
0,3070745,2825
0,1401831,2825
0,1881195,2825
0,878075,2824
0,1148041,2825
0,649768,2844
0,651522,2844
0,1337325,2844
0,880326,2846
0,2497141,2865
0,687810,2860
0,1742251,2884
0,2561401,2884
0,89132,2884
0,2690280,2884
0,1945603,2889
0,279666,2889
0,2061836,2884
0,432488,2885
0,1960209,2884
0,1254259,2884
0,2882739,2884
0,2366002,2895
0,426565,2895
0,1139721,2896
0,1762605,2924
0,3886529,2924
0,85063,2986
0,2316767,2986
0,726555,3011
0,1382541,3009
0,2136099,3011
0,4461789,3014
0,1303949,3018
0,2396567,3011
0,1856350,3011
0,84516,3056
0,484946,3062
0,3496053,3063
0,2296370,3128
0,858346,3127
0,1680653,3127
0,3363063,3130
0,3790299,3127
0,3738394,3127
0,1226262,3127
0,3119014,3130
0,2813124,3132
0,2244427,3130
0,1258020,3130
0,3000365,3127
0,3745656,3144
0,1071729,3144
0,337332,3144
0,52996,3180
0,836355,3179
0,1540223,3223
0,3755731,3224
0,166161,3226
0,1536463,3225
0,1619071,3224
0,1923925,3225
0,3340910,3241
0,2651635,3241
0,659696,3247
0,2880871,3276
0,3832286,3274
0,242247,3278
0,463341,3294
0,1577546,3297
0,1767110,3299
0,3570275,3299
0,2279162,3294
0,1624956,3293
0,798900,3313
0,683975,3316
0,1625837,3313
0,2161558,3322
0,2436323,3329
0,443431,3329
0,2698263,3329
0,1088071,3329
0,2101000,3329
0,1571658,3329
0,4595859,3329
0,2261250,3329
0,266565,3335
0,3872614,3329
0,946533,3329
0,3390454,3336
0,1681996,3329
0,2293396,3329
0,2057491,3329
0,1202169,3329
0,2874676,3329
0,3824291,3329
0,2603778,3329
0,2003973,3329
0,2659144,3340
0,392185,3403
0,2085264,3416
0,3441849,3417
0,900713,3417
0,301360,3416
0,2875867,3421
0,3281243,3417
0,1642865,3416
0,307738,3421
0,852977,3420
0,290926,3416
0,2522691,3421
0,1558619,3420
0,825998,3420
0,220050,3420
0,906370,3416
0,1566059,3417
0,1073556,3421
0,1796372,3420
0,3624040,3420
0,2731312,3424
0,1614818,3421
0,727440,3421
0,335113,3421
0,2153208,3420
0,2575762,3421
0,3032763,3421
0,2486993,3416
0,395313,3416
0,482133,3452
0,531602,3452
0,3241310,3452
0,964495,3449
0,3030405,3452
0,1571889,3452
0,2653967,3463
0,1134222,3469
0,609535,3469
0,1817363,3469
0,1736521,3469
0,2279471,3469
0,346173,3472
0,2657090,3469
0,1787162,3472
0,709895,3469
0,167248,3477
0,859351,3472
0,1820759,3479
0,2944828,3472
0,1871407,3469
0,2884126,3473
0,2216180,3469
0,3066444,3469
0,459279,3472
0,1391687,3469
0,2153004,3472
0,1774163,3472
0,2127411,3472
0,2728331,3487
0,487375,3488
0,1524412,3472
0,3425111,3472
0,88542,3469
0,302337,3472
0,1831599,3493
0,3261018,3493
0,1690945,3493
0,2591483,3493
0,1385154,3493
0,482117,3492
0,907547,3499
0,2037547,3500
0,2446357,3500
0,2123656,3499
0,1795583,3497
0,2491034,3500
0,3343753,3500
0,1881705,3500
0,3365827,3500
0,1553831,3501
0,2263852,3500
0,2638198,3498
0,951012,3499
0,3885261,3500
0,3522668,3500
0,463645,3500
0,2225470,3499
0,3457807,3510
0,1524491,3528
0,2740035,3528
0,207466,3528
0,1813207,3528
0,2740364,3528
0,901324,3528
0,2289753,3555
0,2839297,3556
0,1885057,3556
0,1369204,3555
0,850801,3555
0,693441,3555
0,1587538,3565
0,2596609,3600
0,2268828,3600
0,568960,3600
0,1819005,3600
0,1794902,3615
0,2752034,3621
0,2142607,3621
0,3844924,3621
0,4398201,3621
0,2523849,3621
0,557115,3640
0,1337978,3666
0,1792027,3666
0,2762185,3671
0,571599,3669
0,3857647,3666
0,3523616,3666
0,676173,3679
0,874442,3686
0,1955567,3686
0,1912276,3713
0,2062473,3723
0,1847184,3735
0,2977005,3738
0,1784702,3735
0,3502131,3735
0,2481353,3735
0,2843688,3756
0,2567353,3758
0,469472,3791
0,2332894,3803
0,948844,3803
0,93763,3804
0,1795214,3804
0,329500,3803
0,1107058,3803
0,316045,3835
0,1736562,3848
0,3383699,3849
0,1470356,3881
0,2263927,3890
0,3603335,3894
0,1402858,3893
0,107466,3923
0,2149544,3923
0,2970776,3923
0,1991877,3953
0,1349074,3955
0,3583380,3955
0,415173,3965
0,3578074,3966
0,3728297,3970
0,704902,3961
0,1942061,3965
0,1556444,3970
0,1384962,3967
0,2706752,3965
0,3764500,3965
0,166708,3966
0,1735155,3970
0,2384104,3984
0,583909,3966
0,2607478,3965
0,1990216,3963
0,2550706,3969
0,3216603,3963
0,3194346,3965
0,343543,3983
0,2622214,3962
0,3776118,3963
0,3690005,3967
0,1839528,3969
0,3309945,3966
0,282687,3970
0,3746778,3963
0,1998374,3970
0,1457686,3962
0,2015956,3965
0,2840813,3965
0,674926,3993
0,2857654,3966
0,42733,3984
0,1942857,3984
0,709924,3962
0,515548,3984
0,242291,3963
0,2003185,3976
0,425754,3961
0,280986,3984
0,712681,3962
0,2783894,3963
0,2015665,3966
0,1990961,3970
0,94181,3970
0,2472449,3976
0,2813396,3993
0,1614974,3969
0,2904938,3961
0,1142682,3966
0,2810198,3961
0,1245829,3993
0,3522269,3965
0,1373204,3966
0,1416920,3961
0,3371981,4001
0,3174957,3966
0,268723,3961
0,2782160,4013
0,4674774,4017
0,1277819,4018
0,1515460,4017
0,108977,4018
0,2828007,4017
0,1754748,4013
0,3647108,4017
0,1963477,4013
0,964455,4018
0,2208603,4018
0,2121674,4017
0,2218656,4013
0,2419074,4018
0,1879873,4018
0,557512,4017
0,1606779,4018
0,1643562,4018
0,143803,4038
0,186966,4038
0,3755626,4047
0,2534406,4047
0,1121905,4047
0,3764441,4047
0,2141710,4050
0,42654,4045
0,368598,4045
0,3321119,4047
0,852858,4045
0,3196203,4047
0,3801328,4075
0,3087820,4074
0,2586510,4074
0,1850974,4074
0,2157004,4074
0,2083662,4106
0,172582,4141
0,2280211,4141
0,3679128,4138
0,3822496,4146
0,3660160,4146
0,1764129,4146
0,926410,4141
0,2424594,4138
0,3673500,4142
0,3750123,4146
0,630383,4141
0,3451024,4141
0,556239,4141
0,1363868,4138
0,3356777,4141
0,150583,4166
0,3484302,4166
0,1153723,4169
0,3064999,4169
0,3741684,4166
0,2828048,4166
0,1345301,4169
0,1500424,4169
0,170438,4171
0,2834549,4169
0,2843473,4166
0,1039102,4166
0,3018024,4166
0,396262,4166
0,3703451,4166
0,1094798,4169
0,358097,4166
0,626326,4169
0,1271676,4169
0,1818401,4166
0,1942879,4169
0,3000473,4166
0,1216656,4166
0,2795019,4146
0,1524774,4141
0,2774983,4141
0,3377520,4146
0,3343468,4141
0,725896,4142
0,257933,4141
0,3028427,4146
0,221683,4146
0,1234429,4142
0,2665850,4146
0,853377,4175
0,135125,4178
0,3705210,4178
0,3295771,4179
0,186803,4178
0,2791052,4178
0,421910,4181
0,1677002,4179
0,2810983,4179
0,2038060,4188
0,938477,4187
0,3848043,4188
0,2143171,4188
0,1053176,4188
0,1790201,4188
0,1234819,4194
0,3798907,4214
0,1602528,4233
0,1734301,4236
0,3171191,4236
0,2534490,4247
0,3029123,4253
0,1534283,4251
0,3159743,4254
0,3870462,4259
0,2826356,4260
0,315354,4301
0,1167976,4316
0,910107,4331
0,3195447,4332
0,3771234,4331
0,826175,4331
0,2843457,4331
0,1989680,4348
0,2396579,4346
0,1339599,4348
0,792210,4351
0,582298,4346
0,3298514,4346
0,1010821,4352
0,3413295,4352
0,3223717,4348
0,2816768,4352
0,2026816,4352
0,2782691,4348
0,1018499,4353
0,372376,4352
0,1821419,4354
0,1989406,4352
0,3646111,4352
0,2597495,4353
0,2236863,4346
0,81053,4353
0,2884878,4346
0,3627823,4353
0,4431815,4346
0,1234032,4348
0,3330644,4346
0,1498733,4350
0,1873850,4352
0,2214830,4352
0,2692293,4352
0,3496044,4353
0,2575940,4362
0,1431813,4363
0,3076239,4362
0,2909105,4359
0,3255346,4359
0,2726399,4375
0,2319039,4375
0,1547538,4375
0,1138480,4374
0,3572150,4382
0,113726,4375
0,2139948,4375
0,1891195,4375
0,2424800,4387
0,1563133,4402
0,3792550,4420
0,2331151,4420
0,1229586,4421
0,2782783,4427
0,3156840,4436
0,1871286,4442
0,465460,4442
0,1725754,4442
0,477460,4443
0,274656,4446
0,3526327,4438
0,3020020,4442
0,3738455,4443
0,2811261,4436
0,2898856,4442
0,2380219,4438
0,165259,4435
0,1780508,4442
0,2060524,4442
0,478621,4452
0,2914944,4433
0,2868362,4468
0,3437055,4466
0,1882057,4475
0,2120112,4476
0,1088074,4468
0,3892391,4464
0,3467477,4466
0,709967,4468
0,91035,4476
0,3135285,4468
0,3711473,4463
0,2818391,4466
0,311648,4466
0,2864447,4466
0,1340702,4468
0,1775852,4466
0,4815810,4483
0,3639589,4483
0,1178305,4486
0,3638692,4487
0,2849952,4488
0,1585098,4488
0,1340902,4487
0,1600829,4490
0,3440616,4490
0,1320981,4486
0,3381006,4487
0,3683620,4486
0,2748732,4483
0,2912795,4483
0,1553976,4486
0,842541,4490
0,1596442,4490
0,3750516,4483
0,1676222,4486
0,4885597,4490
0,2839453,4490
0,1344328,4488
0,209134,4483
0,1394353,4483
0,1929897,4487
0,1187013,4487
0,2804572,4490
0,306122,4483
0,4812960,4539
0,2855607,4550
0,1686259,4595
0,2454714,4625
0,2810267,4625
0,3073756,4626
0,668021,4625
0,2582846,4629
0,1553935,4625
0,2592469,4625
0,3886011,4648
0,639431,4666
0,2709542,4666
0,3686444,4666
0,1150734,4666
0,3163897,4656
0,1474655,4678
0,2058739,4697
0,2422785,4697
0,3463890,4691
0,500750,4718
0,2948658,4713
0,2773794,4714
0,1490812,4717
0,1659797,4713
0,2190338,4717
0,151398,4712
0,2965129,4714
0,287245,4732
0,1047667,4733
0,550589,4733
0,562800,4732
0,1217222,4732
0,622326,4733
0,3453785,4733
0,1767923,4732
0,1571750,4732
0,1364331,4732
0,2236534,4732
0,1172041,4754
0,3341765,4780
0,1652823,4780
0,346691,4789
0,1213710,4790
0,3406616,4789
0,1438727,4788
0,2754340,4789
0,1135040,4789
0,1530021,4789
0,2949464,4789
0,2511578,4789
0,2765043,4812
0,3249915,4817
0,1053245,4816
0,568433,4813
0,2493797,4813
0,2463442,4817
0,2780457,4824
0,2983114,4830
0,1069733,4827
0,2289004,4814
0,1178680,4827
0,3639759,4834
0,2474096,4817
0,2521007,4827
0,3750109,4827
0,2969145,4817
0,497433,4841
0,2207005,4837
0,607816,4827
0,1053255,4817
0,2448296,4817
0,1988023,4827
0,3638199,4827
0,1357730,4814
0,164954,4814
0,3309392,4817
0,615788,4813
0,1401244,4849
0,2265651,4853
0,1150547,4853
0,3296107,4849
0,1748287,4849
0,1539844,4850
0,414764,4849
0,1832337,4849
0,3007258,4817
0,2495392,4833
0,3315663,4811
0,357775,4871
0,2352205,4888
0,919564,4890
0,1486315,4892
0,3131246,4892
0,299297,4891
0,3553698,4931
0,99856,4950
0,1942806,4972
0,2587298,4991
0,3509026,4991
0,3346694,4994
0,2287582,4991
0,2139839,4989
0,1822060,4991
0,1156941,5005
0,2724365,5030
0,3076281,5030
0,1905414,5030
0,2888956,5036
0,1871103,5039
0,814684,5041
0,705793,5039
0,1133376,5041
0,1325624,5041
0,2813293,5042
0,331609,5044
0,1999712,5044
0,75118,5044
0,3432025,5042
0,464705,5039
0,846951,5044
0,3741941,5042
0,623338,5044
0,1678366,5039
0,2228065,5042
0,2637257,5037
0,797254,5037
0,2121664,5042
0,149000,5044
0,3413580,5044
0,1599817,5044
0,2726917,5041
0,1432884,5037
0,3321231,5031
0,2083369,5031
0,2735491,5031
0,3501894,5030
0,255577,5031
0,1522847,5031
0,556557,5031
0,654623,5029
0,1796793,5074
0,1173144,5089
0,2571231,5096
0,846378,5098
0,2017373,5098
0,60272,5109
0,3784263,5097
0,1559203,5098
0,1748553,5137
0,2860822,5137
0,2572392,5137
0,1191082,5139
0,2426275,5145
0,1169224,5097
0,664654,5098
0,3153321,5097
0,2909098,5097
0,2277067,5097
0,767298,5142
0,1612482,5096
0,1257974,5096
0,3003248,5142
0,1281817,5097
0,160208,5097
0,957554,5159
0,72157,5159
0,3427298,5159
0,485176,5159
0,416441,5159
0,3589948,5159
0,463654,5159
0,3728194,5166
0,1998382,5166
0,1750482,5166
0,78255,5166
0,3064855,5096
0,528061,5142
0,3651124,5176
0,1489013,5177
0,3529117,5176
0,1075255,5176
0,1481295,5179
0,1508465,5179
0,1321775,5145
0,491008,5145
0,2225149,5186
0,1064190,5145
0,240785,5195
0,3783947,5195
0,1996934,5195
0,2943892,5195
0,180281,5196
0,465219,5195
0,222428,5195
0,638268,5195
0,285892,5196
0,622319,5195
0,1322014,5186
0,497992,5096
0,383318,5142
0,941994,5186
0,375438,5186
0,582546,5201
0,71061,5096
0,2795970,5186
0,844683,5096
0,2907237,5186
0,3463546,5186
0,3640829,5142
0,2925126,5186
0,2752860,5097
0,1216290,5142
0,2754828,5186
0,3755398,5145
0,1517514,5098
0,2983164,5145
0,2750177,5096
0,2423320,5096
0,1800855,5186
0,1579677,5097
0,2983295,5228
0,716352,5228
0,3840529,5228
0,1207587,5228
0,3650427,5228
0,3724357,5228
0,1691880,5145
0,3037070,5142
0,595294,5097
0,1764460,5258
0,1158006,5258
0,398914,5258
0,2319584,5258
0,1748664,5258
0,2167074,5258
0,3471314,5258
0,502554,5258
0,1801128,5258
0,255567,5258
0,2164508,5258
0,867416,5096
0,1928787,5265
0,2996502,5098
0,2764240,5096
0,505848,5288
0,718876,5288
0,3486709,5301
0,231629,5301
0,2444765,5301
0,2279091,5301
0,2833095,5301
0,499308,5350
0,3097373,5351
0,458820,5365
0,1073544,5365
0,862183,5393
0,2724260,5395
0,1355439,5399
0,1856398,5407
0,2830460,5418
0,2180890,5471
0,2652359,5471
0,2993011,5470
0,2615534,5490
0,280505,5490
0,2949040,5490
0,2359121,5490
0,1532475,5496
0,2015390,5490
0,3522245,5490
0,462940,5490
0,3261092,5496
0,3532258,5496
0,2876977,5490
0,1407635,5490
0,405559,5490
0,3344077,5490
0,3874257,5496
0,2395949,5496
0,671513,5503
0,3022755,5503
0,191277,5503
0,1126830,5503
0,2801707,5525
0,1197590,5524
0,4664143,5524
0,2527894,5524
0,652939,5524
0,436293,5524
0,406094,5547
0,3389152,5563
0,2623484,5561
0,1074692,5566
0,99995,5566
0,2327653,5564
0,2712720,5561
0,2823631,5564
0,1085217,5563
0,224749,5565
0,635721,5583
0,1936148,5583
0,1259812,5583
0,2327871,5589
0,296166,5589
0,2144411,5590
0,579354,5589
0,2539022,5589
0,1098714,5589
0,1612004,5589
0,187099,5608
0,1691052,5604
0,2471144,5614
0,2898972,5615
0,192167,5615
0,3220877,5615
0,2214982,5615
0,500233,5615
0,2507507,5615
0,1217136,5624
0,2490201,5624
0,1498835,5615
0,3360042,5615
0,727687,5651
0,2853097,5648
0,222099,5652
0,1564794,5658
0,1678395,5658
0,2611307,5657
0,88210,5658
0,3287228,5665
0,3096537,5673
0,280395,5685
0,2301875,5701
0,3090825,5740
0,1899429,5747
0,1384631,5749
0,3188666,5748
0,1338177,5748
0,4563963,5749
0,2062223,5740
0,3855328,5738
0,810838,5740
0,1994523,5748
0,1348947,5740
0,2226159,5747
0,3548018,5740
0,2681380,5743
0,1523088,5743
0,1153119,5761
0,1254465,5740
0,1077728,5747
0,1991025,5761
0,1215259,5747
0,3388809,5740
0,3378906,5743
0,2126879,5747
0,3608345,5740
0,3295933,5737
