,playlist_id,title
0,3097425,10903
1,3097425,12671
0,8643301,19676
0,6339282,19676
0,8357059,11095
0,7591431,19676
0,6406207,8823
1,6406207,8691
0,7840273,5625
0,7256374,9163
1,7256374,15818
0,3397295,11914
1,3397295,14697
0,4703236,19837
1,4703236,11914
0,7542064,2586
0,3147616,8157
0,23283,17896
1,23283,4986
2,23283,15818
0,8633325,15818
1,8633325,14697
0,3095018,17539
1,3095018,1131
0,6582071,9016
1,6582071,1131
0,3492002,17542
1,3492002,3847
0,10224048,19232
1,10224048,8823
0,8357537,5471
0,6658238,3844
1,6658238,15818
0,4196308,5599
0,10059415,9841
0,7541135,2040
1,7541135,5575
0,8014783,19349
1,8014783,7873
2,8014783,19704
3,8014783,13765
0,10291422,19676
0,3632304,20313
1,3632304,6746
2,3632304,13482
3,3632304,18698
0,6645523,20653
0,1983528,14438
1,1983528,20322
2,1983528,10936
3,1983528,17427
0,3187464,1531
1,3187464,20417
0,8942924,17434
1,8942924,8358
0,3920520,17594
1,3920520,1227
2,3920520,7860
0,10989222,19676
0,1628337,19624
1,1628337,2287
0,10897076,19676
0,8981079,865
1,8981079,4898
0,10359096,233
1,10359096,8733
0,4493567,6181
1,4493567,14730
0,10677835,13878
1,10677835,2322
2,10677835,18698
0,8975430,15467
1,8975430,9351
0,8421278,18097
1,8421278,15442
2,8421278,2586
3,8421278,7194
4,8421278,18698
0,2668802,5334
1,2668802,9581
2,2668802,9438
0,1821735,7965
1,1821735,20874
2,1821735,4831
3,1821735,12719
4,1821735,7194
0,10477422,19232
1,10477422,18698
0,10207541,19676
0,5018916,20615
0,7832256,6250
1,7832256,12636
0,11216484,1970
1,11216484,11914
0,7944083,13589
1,7944083,7873
2,7944083,18698
0,10783066,19676
0,5226095,19676
0,6005651,13064
0,3859510,3390
0,10786404,13871
0,6860532,4513
0,8719282,13661
1,8719282,20340
2,8719282,5479
0,8990954,17034
1,8990954,4588
2,8990954,3102
3,8990954,8576
4,8990954,3254
5,8990954,13661
0,3435865,5428
0,8000536,19676
0,7576551,19676
0,5282838,4721
1,5282838,10752
0,10557719,6443
1,10557719,10752
0,10758569,14630
1,10758569,9163
0,4373502,19676
0,8083042,13607
1,8083042,10903
2,8083042,17427
3,8083042,16169
4,8083042,18698
5,8083042,18925
0,4081513,12531
0,7916101,6581
1,7916101,20878
2,7916101,15243
3,7916101,10562
4,7916101,16554
5,7916101,20874
6,7916101,8733
7,7916101,18694
8,7916101,1620
9,7916101,18698
0,7261185,2126
1,7261185,13607
2,7261185,20874
3,7261185,7194
4,7261185,9438
0,10682164,15934
1,10682164,3575
2,10682164,9402
3,10682164,3725
4,10682164,20223
5,10682164,12719
6,10682164,1015
7,10682164,7194
0,6582163,2040
1,6582163,9581
0,1491090,20075
0,10086566,7044
1,10086566,19232
2,10086566,8823
0,8420471,14687
0,5509799,4601
1,5509799,3617
0,7541629,15272
1,7541629,3420
0,5611707,9555
1,5611707,3420
0,8176882,1593
1,8176882,3420
0,7627209,9838
0,6212890,11646
1,6212890,12416
0,11273237,1426
0,5127844,11646
0,10252368,3246
0,11524782,1739
0,4293931,18651
0,6874284,1891
0,6224947,19676
0,8375922,8
1,8375922,3570
0,10906297,15919
1,10906297,3844
2,10906297,15818
0,3383824,1816
1,3383824,14349
0,6005979,2373
0,4892556,1052
1,4892556,7784
0,688020,3067
1,688020,6118
0,7135617,15121
0,1367372,15318
1,1367372,18698
0,3010587,9774
1,3010587,2663
0,11647265,8251
0,10302441,3124
0,5479345,19676
0,11747738,15517
0,8711444,13190
0,10987131,20649
1,10987131,4588
2,10987131,13589
3,10987131,10819
4,10987131,18925
0,3223526,6447
1,3223526,2287
0,5009800,10936
1,5009800,16570
0,6381404,1094
1,6381404,14448
0,10637124,19676
0,2404782,19676
0,8969298,19676
0,4745786,19676
0,5402450,19676
0,8754299,19676
0,11400633,19676
0,5539995,4546
1,5539995,19094
2,5539995,7194
0,11665868,19073
1,11665868,10620
0,5298478,19676
0,8684165,19017
0,2993183,3525
1,2993183,13490
0,7541478,19676
0,7872257,17704
1,7872257,7853
2,7872257,1924
3,7872257,13482
0,3970740,1731
1,3970740,1924
2,3970740,13482
3,3970740,10536
0,7907648,20498
1,7907648,4962
2,7907648,1924
3,7907648,13482
4,7907648,18698
0,5024236,1131
1,5024236,12719
0,5572625,19676
0,11662218,7770
0,5529910,9115
1,5529910,4891
2,5529910,1731
0,8726380,6975
1,8726380,7369
2,8726380,11914
0,1713955,1995
1,1713955,11914
0,5327240,19676
0,4482360,19676
0,3432766,19676
0,3709351,19676
0,7630851,16894
0,4542437,19676
0,898771,15013
0,10768313,17810
1,10768313,15204
2,10768313,10139
3,10768313,17388
4,10768313,13482
0,4365834,6740
1,4365834,20878
2,4365834,14448
0,2935982,12636
0,2942826,3485
1,2942826,1507
0,5388323,17643
1,5388323,3714
0,218673,11022
1,218673,2623
0,11726800,9732
1,11726800,2158
2,11726800,9764
3,11726800,18698
0,5953089,19687
0,4757952,17211
0,7828669,13540
0,569838,13942
1,569838,12608
0,6947062,1113
1,6947062,4878
2,6947062,3208
3,6947062,4776
0,3824614,13971
1,3824614,10407
2,3824614,11418
3,3824614,4776
0,2077740,19676
0,1950055,11914
1,1950055,4791
0,7171990,2878
1,7171990,2424
0,5115160,8823
1,5115160,8691
0,10664644,17011
1,10664644,12094
2,10664644,1227
0,5356557,7157
0,5732137,16864
1,5732137,8528
0,4102345,14881
0,1835404,14965
0,8940379,18527
0,8384816,1136
0,8312278,4280
1,8312278,1227
2,8312278,2586
0,7991784,7445
0,3103728,3651
0,5520441,6013
1,5520441,18331
2,5520441,14630
3,5520441,19232
4,5520441,8823
5,5520441,15818
0,11745750,8875
0,7541588,20976
0,7346622,19676
0,3451179,2637
1,3451179,20878
2,3451179,10903
3,3451179,18925
0,8019046,10936
1,8019046,16570
0,6692287,1221
1,6692287,14448
0,5395867,9901
1,5395867,3725
0,2105953,48
1,2105953,15205
2,2105953,248
3,2105953,19017
0,3105318,48
1,3105318,248
2,3105318,19017
0,5217910,10819
1,5217910,9438
0,3119156,19676
0,10400687,13291
0,7890744,1237
1,7890744,14448
0,6828966,18646
0,7175470,9838
0,5541947,263
0,10186067,261
0,11681655,244
1,11681655,227
0,7493808,258
0,6571081,19306
1,6571081,9438
0,11586818,15370
0,11118389,19676
0,5548438,19676
0,6488774,12995
0,7541305,2287
0,4823994,5327
0,10935569,14710
0,4687292,12694
0,8626640,13045
0,5545769,19676
0,10741392,962
0,11534707,15350
1,11534707,15029
0,5995562,19676
0,7141885,9115
1,7141885,6443
2,7141885,18698
0,8706371,10441
0,5712388,12199
0,4929674,12199
0,5974454,19676
0,7370185,10936
1,7370185,16570
0,7857459,10936
1,7857459,16570
0,6631269,17977
1,6631269,15029
0,5364231,12225
0,8027470,20392
0,7570971,19676
0,2949574,19676
0,5846143,9109
1,5846143,12995
0,2299457,13634
1,2299457,12995
2,2299457,18698
3,2299457,18925
0,6886041,1282
0,5222307,2431
1,5222307,10829
0,6046033,17401
1,6046033,10829
2,6046033,12995
0,7086709,19676
0,10524241,19676
0,5415324,8364
1,5415324,3815
2,5415324,17317
3,5415324,10436
4,5415324,15818
5,5415324,20426
0,5632618,5218
1,5632618,233
2,5632618,12636
0,3370086,13987
1,3370086,12189
0,8758875,15573
0,11415260,811
1,11415260,12268
0,5179007,1309
1,5179007,13479
2,5179007,10891
0,11490661,19676
0,7030087,19676
0,3088471,735
1,3088471,18932
2,3088471,5334
0,3247092,7726
0,8303112,19676
0,3505618,101
1,3505618,9553
0,11055651,80
1,11055651,13291
0,3229453,13533
1,3229453,80
0,8884244,11097
1,8884244,19094
0,205899,19676
0,4389639,19433
0,11526949,13595
0,6147616,17936
1,6147616,88
2,6147616,714
0,7541879,10034
1,7541879,10031
2,7541879,13589
0,4762264,3240
1,4762264,5746
0,3088472,4447
0,972340,2126
1,972340,5188
0,10199686,7124
1,10199686,15093
0,10909775,14157
1,10909775,2126
2,10909775,18698
0,8382922,164
1,8382922,7043
0,11619063,11086
1,11619063,18698
0,10706162,17280
1,10706162,17475
0,8666194,11081
1,8666194,13595
0,8593797,17164
0,10399426,178
1,10399426,7043
0,6655986,4331
1,6655986,9561
2,6655986,9026
3,6655986,9438
4,6655986,13257
0,7872997,1349
0,569396,1348
0,6656910,9187
0,4778901,19676
0,6795059,4588
0,4054285,19676
0,8796457,15291
1,8796457,7560
0,4909837,1331
1,4909837,20645
2,4909837,11097
3,4909837,17977
4,4909837,3102
5,4909837,13482
6,4909837,10903
7,4909837,12995
8,4909837,13257
0,3132270,14008
1,3132270,13765
2,3132270,13082
3,3132270,10536
0,10290737,7934
1,10290737,6786
2,10290737,12432
3,10290737,18099
0,8424159,3639
1,8424159,17176
2,8424159,12432
3,8424159,13765
0,5520532,5853
1,5520532,1227
2,5520532,4659
0,8593096,2040
1,8593096,5575
0,5834216,20021
1,5834216,12719
0,11592803,13846
1,11592803,19833
0,10397977,18268
1,10397977,2435
0,8037491,13846
1,8037491,19833
0,6552227,18268
1,6552227,17427
0,11496368,1677
1,11496368,18925
0,6459410,9243
1,6459410,17923
2,6459410,8881
0,8975768,47
1,8975768,9163
0,4757733,47
1,4757733,9163
0,6989973,19676
0,1023743,19676
0,7868387,19676
0,8681939,19676
0,81048,19119
1,81048,3624
2,81048,13765
0,1574769,15685
1,1574769,2693
2,1574769,13482
0,7410746,17501
0,1449491,17264
1,1449491,9581
0,6390716,10823
0,3452591,19676
0,4196132,19676
0,5187315,9285
0,11592239,16182
0,7999921,1276
0,850399,8358
0,6811489,12163
0,8036021,4884
0,4551123,8969
0,5426550,16887
1,5426550,5416
2,5426550,12943
3,5426550,15818
4,5426550,14697
0,4806334,4797
1,4806334,7979
2,4806334,15029
3,4806334,13482
4,4806334,2287
5,4806334,14697
0,5711627,2388
1,5711627,15309
2,5711627,13482
3,5711627,2287
4,5711627,15818
0,7399534,18075
1,7399534,244
0,8726822,9531
1,8726822,239
2,8726822,18075
0,6422855,5539
0,3113359,6250
0,8657908,1857
1,8657908,2853
0,5333237,1717
1,5333237,18721
2,5333237,8028
0,6469091,18800
1,6469091,4837
2,6469091,17427
3,6469091,7194
0,8732597,19676
0,10227447,3119
0,8627336,3847
0,4822186,20573
0,4066002,7088
1,4066002,17525
2,4066002,2299
3,4066002,7934
4,4066002,4588
5,4066002,13589
6,4066002,20874
7,4066002,18698
0,6443593,11114
1,6443593,5973
2,6443593,7194
0,5024851,17400
0,10503447,6382
1,10503447,8697
0,4176478,13121
1,4176478,13482
2,4176478,2287
3,4176478,18698
0,8724142,10629
1,8724142,19094
2,8724142,14282
0,4338265,1493
1,4338265,3725
0,11046135,13301
1,11046135,10891
0,7605731,1494
1,7605731,13479
2,7605731,10891
0,5949531,19676
0,11054789,19676
0,10604818,19676
0,8230717,1559
1,8230717,5072
2,8230717,14448
0,3916454,9776
1,3916454,8358
0,4094490,19676
0,4943374,19676
0,7656559,1769
1,7656559,6250
2,7656559,12636
0,10373348,2485
1,10373348,1562
0,3778525,19676
0,7770294,1466
1,7770294,12639
2,7770294,18698
0,2467491,9044
1,2467491,6746
0,10550213,9045
1,10550213,6746
0,8990766,11554
0,7032975,6746
1,7032975,12719
0,114582,2013
1,114582,8059
0,4765337,19676
0,3838025,18957
0,6613423,965
0,3182257,20927
0,7520497,233
0,4259771,62
1,4259771,13482
2,4259771,17427
3,4259771,12210
0,3089244,11651
1,3089244,9729
0,4994721,502
1,4994721,14448
0,10041178,3847
0,6288566,11080
0,5746381,4300
0,11346108,8850
1,11346108,15848
0,6942555,16042
0,10087003,4932
0,8237208,19676
0,5628191,8415
1,5628191,11095
0,10232813,7238
0,3343671,19676
0,11413389,4721
1,11413389,4659
0,4531462,1702
1,4531462,21045
2,4531462,14448
0,5808050,1568
1,5808050,17427
2,5808050,18925
0,6140370,18505
0,4491084,446
1,4491084,11109
0,3140455,5974
1,3140455,1227
2,3140455,1131
3,3140455,12416
0,11171209,19676
0,4808977,19676
0,6726754,19676
0,7754190,6382
1,7754190,20874
2,7754190,11695
0,4288594,12189
0,10422784,1802
1,10422784,14448
0,6584591,1970
1,6584591,10936
2,6584591,16570
0,10141307,13974
1,10141307,9044
2,10141307,14448
0,8758069,18227
1,8758069,1156
2,8758069,11779
3,8758069,10520
4,8758069,1906
5,8758069,4776
0,3570978,2900
1,3570978,11778
2,3570978,10977
3,3570978,18227
4,3570978,1156
5,3570978,13934
6,3570978,4776
0,10782101,1807
1,10782101,15569
2,10782101,11060
3,10782101,11779
4,10782101,4776
0,3792984,4097
1,3792984,1807
2,3792984,2900
3,3792984,13934
0,8169332,1807
1,8169332,11779
2,8169332,10520
3,8169332,4776
0,1970128,1581
1,1970128,8215
2,1970128,15120
3,1970128,19836
4,1970128,11695
0,3542784,3263
1,3542784,3015
2,3542784,19528
3,3542784,13934
0,7063610,19676
0,8675844,1000
0,8399006,10877
1,8399006,13211
0,2034618,1121
1,2034618,19499
2,2034618,17317
0,8386964,1899
1,8386964,8296
0,3690015,3856
1,3690015,8823
2,3690015,8691
0,7688915,9577
0,5711517,17305
0,8171975,15481
0,8185373,8946
1,8185373,8364
0,7401109,12837
0,5736095,8823
1,5736095,8691
0,5378501,415
1,5378501,10969
0,6322126,6723
1,6322126,17434
0,4182274,23
1,4182274,298
2,4182274,80
0,982145,14985
1,982145,6723
2,982145,17434
0,6012527,12802
1,6012527,11914
2,6012527,15818
0,5184347,14609
1,5184347,15291
0,298999,9163
0,11515313,17219
0,3464220,13987
1,3464220,18870
0,6317418,302
1,6317418,3012
2,6317418,13104
3,6317418,444
4,6317418,19063
5,6317418,10022
6,6317418,239
7,6317418,10936
0,2971211,12130
0,10322082,15327
1,10322082,19017
2,10322082,12719
0,5890774,10105
0,8504616,20224
1,8504616,12988
2,8504616,12189
3,8504616,18783
0,7807653,11981
0,5475445,9866
1,5475445,5337
0,3269058,18890
0,7580263,9896
0,5735524,2731
0,11747192,2732
0,8312316,3247
0,8545245,7348
1,8545245,17977
0,5512474,2309
1,5512474,17977
0,6727114,19334
1,6727114,7938
0,5567897,7934
1,5567897,17977
0,6957452,16948
1,6957452,3048
0,11674400,17792
0,8857548,5727
0,6680158,16535
1,6680158,12719
2,6680158,14448
0,4197772,1861
1,4197772,14448
0,6920333,19676
0,4144882,8639
1,4144882,11299
2,4144882,20874
0,3404129,19676
0,6954669,9140
0,8502615,14508
1,8502615,6146
0,5651793,666
1,5651793,1340
2,5651793,13482
3,5651793,18698
0,8686807,19837
1,8686807,5947
0,8045620,12939
1,8045620,7157
0,3298267,19676
0,5757273,15282
0,10150107,12921
0,7681810,15481
0,10932813,14913
1,10932813,11172
2,10932813,11897
0,8392243,842
1,8392243,15760
0,8430133,2776
1,8430133,18981
2,8430133,7194
3,8430133,14448
0,6470927,7587
1,6470927,3032
2,6470927,1227
3,6470927,12416
0,7549617,15282
0,6302883,19676
0,11689669,5867
0,8575188,17671
0,335106,1992
1,335106,13540
0,248740,19676
0,3149391,19676
0,6050281,19676
0,2819552,2053
1,2819552,18567
2,2819552,10891
3,2819552,4776
0,2702535,11587
0,5578791,15780
0,7569980,10888
1,7569980,8823
2,7569980,8691
0,3706456,15662
1,3706456,16988
2,3706456,9820
3,3706456,12659
4,3706456,5035
0,10972168,8823
1,10972168,8691
0,7247672,3656
0,2939052,16724
0,3943894,19156
1,3943894,19232
0,10274266,11787
0,5286850,4806
0,10318968,20266
0,3364110,5973
0,8827388,3844
0,8987911,9285
0,11291398,18339
0,7541661,19893
0,4060203,11869
1,4060203,19853
2,4060203,12249
0,933804,11545
1,933804,13438
0,7541776,490
1,7541776,10819
2,7541776,18698
0,4857855,18244
1,4857855,18294
2,4857855,8126
3,4857855,9615
0,8629066,1131
0,4503704,20445
0,4229627,17172
1,4229627,16453
2,4229627,13482
0,4819072,19187
0,2724872,12094
0,10178695,3783
0,11271528,10907
1,11271528,5773
0,7846188,2028
1,7846188,14448
0,4879980,8833
1,4879980,19245
0,1067078,8875
1,1067078,20531
0,6408963,5617
1,6408963,11109
0,3271705,18527
0,10268667,20275
1,10268667,8047
0,10024305,16105
0,8829980,6135
1,8829980,15940
2,8829980,3618
3,8829980,13482
4,8829980,18698
0,8533699,20592
0,6156612,4659
0,10742638,12941
1,10742638,6391
0,10760234,7845
1,10760234,9455
0,6127323,13690
0,7676546,20376
1,7676546,4280
0,10532126,9187
0,8999659,8825
0,10588023,13175
1,10588023,8059
2,10588023,18698
0,8797703,8875
0,485258,7479
1,485258,7442
2,485258,17499
3,485258,2586
0,6610240,16867
1,6610240,8062
2,6610240,18698
0,10821892,6397
0,3833722,12492
1,3833722,15877
0,4800800,13708
1,4800800,14697
0,7542122,16643
0,8142918,9343
1,8142918,2586
2,8142918,18698
0,10816786,668
0,8541633,15632
0,3604972,5642
0,10455407,16154
0,6036046,19676
0,1167664,19676
0,10149443,19676
0,253204,19676
0,6692808,6631
1,6692808,13589
2,6692808,11695
0,10052838,18929
1,10052838,1175
0,4271961,12925
1,4271961,13682
0,10228131,16805
1,10228131,17317
0,5198727,16215
0,4425662,3411
1,4425662,16699
2,4425662,18097
0,474185,11017
1,474185,17534
2,474185,13482
3,474185,7489
0,7023328,19676
0,561631,15294
1,561631,8364
2,561631,15029
3,561631,14630
4,561631,12189
5,561631,15818
0,5321446,15029
1,5321446,16425
2,5321446,13540
0,7532183,17427
0,151951,13540
1,151951,4199
2,151951,17427
0,4151490,19676
0,10873628,8355
0,8827033,7954
0,7541807,19676
0,8333892,2924
1,8333892,3566
2,8333892,18075
0,10527090,6723
1,10527090,12719
2,10527090,17427
0,3897959,20572
1,3897959,2134
0,11473658,2137
1,11473658,14448
0,5622430,7693
1,5622430,15818
0,6824287,2688
0,3156963,14383
0,4732143,20586
0,3193064,15370
1,3193064,12189
0,8111533,2521
1,8111533,16180
2,8111533,9402
0,5500619,47
1,5500619,19017
2,5500619,19094
3,5500619,12671
0,621928,20757
0,10718217,19095
1,10718217,2287
0,10102788,13600
1,10102788,14708
2,10102788,7934
0,6883065,19676
0,11105540,233
1,11105540,14448
0,1032411,14170
1,1032411,4001
2,1032411,29
3,1032411,24
4,1032411,222
5,1032411,80
6,1032411,9115
7,1032411,18694
8,1032411,12636
0,5388678,19676
0,10100507,10251
1,10100507,8681
2,10100507,11017
3,10100507,16805
4,10100507,239
0,6308223,13278
1,6308223,15966
2,6308223,15607
3,6308223,14293
4,6308223,17004
5,6308223,233
0,6646811,14371
1,6646811,14009
2,6646811,13278
3,6646811,239
4,6646811,3806
5,6646811,15818
0,5610797,16893
1,5610797,2554
2,5610797,13278
3,5610797,15966
4,5610797,15607
5,5610797,239
6,5610797,15442
0,3503236,3924
1,3503236,17328
2,3503236,2632
3,3503236,10636
4,3503236,13278
5,3503236,239
6,3503236,13482
7,3503236,7489
8,3503236,18698
0,6154954,4293
1,6154954,9967
2,6154954,3220
3,6154954,11060
4,6154954,233
5,6154954,18698
0,10336514,15769
1,10336514,13530
2,10336514,13278
3,10336514,15966
4,10336514,15607
5,10336514,233
0,6452364,18023
1,6452364,13278
2,6452364,227
3,6452364,3806
4,6452364,15818
5,6452364,18698
0,8845644,12659
1,8845644,2287
0,10121812,19676
0,10578242,4298
1,10578242,8526
0,11188968,4851
0,5073805,10932
1,5073805,11528
2,5073805,11695
0,8706912,14448
0,5601988,17034
0,4009803,19676
0,1548298,17034
0,5437741,2304
1,5437741,3725
2,5437741,14448
0,3194021,2304
1,3194021,14448
0,2024814,13502
0,629258,3725
1,629258,12636
0,7294235,15848
1,7294235,13765
0,2943240,19676
0,11294171,19676
0,3405911,15818
0,6258774,18727
1,6258774,3538
2,6258774,8059
3,6258774,17427
0,10274432,6199
0,4096345,19676
0,4167350,446
0,5761131,528
0,8424797,446
1,8424797,5754
0,10166709,424
0,5018138,0
0,5519374,490
0,5962572,17278
1,5962572,12995
0,11116503,13540
1,11116503,15818
0,4202962,6825
0,3677436,8389
1,3677436,3909
0,5446969,261
0,5428916,258
0,6999339,6821
0,490731,19676
0,5767036,15426
1,5767036,19094
0,5506528,19676
0,5541482,2914
1,5541482,20275
2,5541482,13482
3,5541482,8528
4,5541482,11914
5,5541482,12995
0,7952558,854
0,7741389,11935
1,7741389,14725
0,6536650,15029
0,11171664,10549
1,11171664,18319
2,11171664,11914
0,6000150,8701
0,7763522,13549
0,2953812,11244
0,4882414,6723
0,4444427,275
1,4444427,47
0,7552204,15029
1,7552204,14697
0,10828281,19676
0,4174468,19349
1,4174468,4199
0,7737159,2383
1,7737159,784
2,7737159,4174
3,7737159,13482
4,7737159,14448
5,7737159,18698
0,2928077,6716
1,2928077,7154
2,2928077,2241
3,2928077,17810
0,6772621,20610
1,6772621,20671
2,6772621,18698
0,7884644,20687
1,7884644,5513
0,10291739,18215
1,10291739,19728
2,10291739,18698
0,7805309,4991
1,7805309,4885
2,7805309,15818
0,5584976,14783
1,5584976,2919
2,5584976,10147
0,5300675,2479
0,11660986,19563
1,11660986,13963
2,11660986,10862
0,7658485,6762
0,5970225,8861
0,3182017,7614
1,3182017,13331
0,11046833,19676
0,10291757,19676
0,7643880,19676
0,8502049,19738
1,8502049,15866
2,8502049,19513
0,4601684,11529
1,4601684,340
2,4601684,16535
3,4601684,18925
0,7349096,11684
1,7349096,8733
2,7349096,2287
3,7349096,18698
0,10503183,15318
1,10503183,18698
0,5771600,11277
1,5771600,8914
2,5771600,9044
0,7076410,11277
1,7076410,8914
0,3984728,19676
0,11590802,10657
1,11590802,16491
2,11590802,1584
0,6732276,20479
1,6732276,3365
0,10749351,3587
0,7814966,15405
1,7814966,6740
0,8630078,2624
1,8630078,14448
0,7541172,15204
0,8172690,15631
0,4730220,13145
1,4730220,12177
2,4730220,8693
0,5891917,10464
0,8319478,19676
0,568132,19676
0,4546339,10114
1,4546339,47
2,4546339,9115
3,4546339,10936
4,4546339,19
0,8914038,19676
0,5643598,9774
1,5643598,2663
0,8309322,19676
0,4927836,15627
1,4927836,18808
0,8020841,19676
0,8472400,744
1,8472400,9115
2,8472400,4721
3,8472400,12719
4,8472400,12636
0,2419928,7934
1,2419928,1015
2,2419928,12636
0,7470927,1919
0,6379258,18440
0,3519430,5925
1,3519430,6205
2,3519430,10935
3,3519430,12180
0,6301195,220
1,6301195,2392
0,5063445,2683
1,5063445,14448
